CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"H.B. BALLANCE FARMS, INC",5825 US 117 NORTH,,FREMONT,NC,27930,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,BETTS FARMS,30 BETTS RD.,,HOLLY SPRINGS,NC,27540,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,20,20,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"A AND W FARMS, LLC",3575 FISHING  CREEK ROAD,,TARBORO,NC,27886,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,3,3,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,STEVE THOMAS,446 CASTLEBERRY RD.,,SANFORD,NC,27330,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,0,0,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,FISHER FARMS PARTNERSHIP,11735 WATSON SEED FARM RD,,WHITAKERS,NC,27891,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,14,14,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,STRICKLAND FARMS,3645 NC 39 SOUTH,,LOUISBURG,NC,27549,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JONATHAN RENN,1224 SKY HILL PLACE,,WAKE FOREST,NC,27587,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,EDGAR PRITCHETT,3213 NC HWY 87 NORTH,,ELON,NC,27244,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,12,12,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DOUG PERRY FARMS,3434 US 13 NORTH,,AHOSKIE,NC,27910,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,9,9,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,NORTHERN STOKES FARM,2575 PINEY GROVE CHURCH ROAD,,DANBURY,NC,27016,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,10,10,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"LAWRENCE FARMS, INC.",629 BROWNS SCHOOL ROAD,,COLERAIN,NC,27924,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,13,13,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,MICHAEL WALLACE,479 WOODLAND CHURCH RD.,,ALBERTSON,NC,28508,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,AMERSON FARMS,146 IPOCK ROAD,,COVE CITY,NC,28523,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,11,11,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,HARRELL & OWENS FARMS,6434 NC 42 EAST,,TABORO,NC,27886,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,ISELEY FRAMS,2960 BURCH BRIDGE RD.,,BURLINGTON,NC,27217,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2014-11-14,GURGANUS FARMS,1245 MEADOWS RD.,,WILLIAMSTON,NC,27892,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,J.S. DANIEL FARM,5757 HWY 62 NORTH,,BLANCH,NC,27212,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,MOHORN FARMS,14032 HWY 48,,LITTLETON,NC,27850,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,HAYWORTH FARM,265 HAYWORTH ROAD,,HIGH POINT,NC,27265,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,D & G FARMS,5410 GODWIN LAKE ROAD,,BENSON,NC,27504,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,1,1,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"PAUL HARRIS FARMS, INC.",17218 NC 903,,ROBERSONVILLE,NC,,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,WHITEHURST FARMS INC,3419 NC HWY 903 NORTH,,STOKES,NC,27884,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,TRIPLE R FARMS,316 BOB RICHARDS RD.,,YOUNGSVILLE,NC,27596,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"QUINCY FARMS, INC.",3016 HARTS MILL RUN ROAD,,TARBORO,NC,27886,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,10,10,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DON MURRAY,PO BOX 507,266 BALL PARK ROAD,MAURY,NC,,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,MCKINNEY FARMS,462 HIGH ROCK RD.,,GIBONSVILLE,NC,27249,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,5,5,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JOHN R. GRAY,366 GRAY ROCK FARM RD.,,TIMBERLAKE,NC,27583,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,7,7,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,BRIAR PATCH FARMS,2631 HWY 158 W.,,OXFORD,NC,27565,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,ROCKY ACRE FARMS. LLC.,1220 MORTON PULLIAM RD.,,ROXBORO,NC,27574,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,FERRELL FARMS,816 PERRY CURTIS ROAD,,ZEBULON,NC,27597,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,10,10,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"AGRARIAN, INC.",6441 A GOOD NEWS CH. RD.,,STANTONSBURG,NC,27883,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,17,17,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,KNIGHT'S FARM,194 FLETCHER RD.,,MADISON,NC,27025,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,LUNSFORD FARM,1378 RIDGEVILLE RD,,PROSPECT HILL,NC,27314,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"STAINBACK BROTHERS, LLC.",2799 ALLISON COOPER RD,P.O. BOX 219,MIDDLEBURN,NC,27556,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,8,8,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,RANDY ROSSER,6706 BRADLEY RD.,,SANFORD,NC,27330,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,"DTB FARMS, INC.",1678 CAMPBELL PO RD,,LAWSONVILLE,NC,27022,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,9,9,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,OAKES FARMS,4158 OLD ROUTE 75,,STEM,NC,27581,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,CLAYTON FARMS,4312 LAWS STORE RD.,,ROUGEMONT,NC,27572,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,4,4,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,JAMES L. DAIL,4310 GOLDSBORO RD.,,WADE,NC,28395,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,DAVID B. ETHERIDGE,4732 MCARTHUR ROAD,,BROADWAY,NC,27505,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,7,7,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,WILLIAM RICH,7993 LANCASTER STORE ROAD,,CASTALIA,NC,27816,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,BYRD FARMS,2599 CRAWFORD RD,,DUNN,NC,28334,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,2,2,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
H-300-15049-528647,2015-03-17,H-2A,2015-02-18,DETERMINATION ISSUED - CERTIFICATION,2015-04-16,2015-11-14,WARD ORGANIC FARMS,438 ARNWARD RD.,,WHITEVILLE,NC,28472,UNITED STATES OF AMERICA,,919-894-5017,,,,,,Farmworker; Diversified Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,,6,6,Y,Seasonal,40,07:00 AM,03:00 PM,10.32,Hour,,,N,,None,N/A,N/A,N,,N,,,Y,1,Vass,NC,28394,Y,,NC Dept of Commerce - Division of Workforce Development (NCDWD),NC 10348147,2015-02-12,2015-07-31
